day,subnet_id,failure_rate
05-07-2025,pae4o,0.0000
05-07-2025,tdb26,0.0017
05-07-2025,qxesv,0.0002
05-07-2025,lspz2,0.0101
05-07-2025,jtdsg,0.0010
06-07-2025,brlsh,0.0074
06-07-2025,o3ow2,0.0073
06-07-2025,4ecnw,0.0004
06-07-2025,opn46,0.0005
06-07-2025,lhg73,0.0004
06-07-2025,nl6hn,0.0006
06-07-2025,io67a,0.0009
06-07-2025,ejbmu,0.0001
06-07-2025,gmq5v,0.0019
06-07-2025,6pbhf,0.0008
06-07-2025,eq6en,0.0317
06-07-2025,pjljw,0.0020
06-07-2025,4zbus,0.0060
06-07-2025,uzr34,0.0007
06-07-2025,5kdm2,0.0000
06-07-2025,pzp6e,0.0026
06-07-2025,e66qm,0.0004
06-07-2025,qdvhd,0.0007
06-07-2025,bkfrj,0.0030
06-07-2025,2fq7c,0.0040
06-07-2025,snjp4,0.0000
06-07-2025,shefu,0.0002
06-07-2025,csyj4,0.0001
06-07-2025,3hhby,0.0106
06-07-2025,k44fs,0.0030
06-07-2025,x33ed,0.0003
06-07-2025,yinp6,0.0001
06-07-2025,w4asl,0.0010
06-07-2025,mpubz,0.0080
06-07-2025,fuqsr,0.0000
06-07-2025,w4rem,0.0000
06-07-2025,cv73p,0.0016
06-07-2025,pae4o,0.0000
06-07-2025,tdb26,0.0046
06-07-2025,qxesv,0.0001
06-07-2025,lspz2,0.0019
06-07-2025,jtdsg,0.0007
07-07-2025,brlsh,0.0093
07-07-2025,o3ow2,0.0031
07-07-2025,4ecnw,0.0004
07-07-2025,vcpt7,0.0011
07-07-2025,opn46,0.0003
07-07-2025,lhg73,0.0005
07-07-2025,nl6hn,0.0011
07-07-2025,mkbc3,0.0009
07-07-2025,io67a,0.0021
07-07-2025,ejbmu,0.0000
07-07-2025,gmq5v,0.0020
07-07-2025,6pbhf,0.0067
07-07-2025,eq6en,0.0126
07-07-2025,pjljw,0.0028
07-07-2025,4zbus,0.0075
07-07-2025,uzr34,0.0016
07-07-2025,5kdm2,0.0005
07-07-2025,pzp6e,0.0034
07-07-2025,e66qm,0.0006
07-07-2025,qdvhd,0.0008
07-07-2025,bkfrj,0.0002
07-07-2025,2fq7c,0.0085
07-07-2025,snjp4,0.0004
07-07-2025,shefu,0.0017
07-07-2025,csyj4,0.0000
07-07-2025,3hhby,0.0090
07-07-2025,k44fs,0.0048
07-07-2025,x33ed,0.0005
07-07-2025,yinp6,0.0003
07-07-2025,xok3w,0.0037
07-07-2025,w4asl,0.0013
07-07-2025,c4isl,0.0001
07-07-2025,mpubz,0.0047
07-07-2025,fuqsr,0.0007
07-07-2025,w4rem,0.0002
07-07-2025,cv73p,0.0031
07-07-2025,pae4o,0.0000
07-07-2025,tdb26,0.0061
07-07-2025,qxesv,0.0009
07-07-2025,4utr6,0.0014
07-07-2025,lspz2,0.0023
07-07-2025,jtdsg,0.0013
08-07-2025,brlsh,0.0085
08-07-2025,o3ow2,0.0023
08-07-2025,4ecnw,0.0003
08-07-2025,vcpt7,0.0001
08-07-2025,opn46,0.0004
08-07-2025,lhg73,0.0010
08-07-2025,nl6hn,0.0016
08-07-2025,mkbc3,0.0008
08-07-2025,io67a,0.0024
08-07-2025,ejbmu,0.0005
08-07-2025,gmq5v,0.0028
08-07-2025,6pbhf,0.0040
08-07-2025,eq6en,0.0211
08-07-2025,pjljw,0.0041
08-07-2025,4zbus,0.0098
08-07-2025,uzr34,0.0012
08-07-2025,5kdm2,0.0003
08-07-2025,pzp6e,0.0014
08-07-2025,e66qm,0.0009
08-07-2025,qdvhd,0.0074
08-07-2025,bkfrj,0.0013
08-07-2025,2fq7c,0.0204
08-07-2025,snjp4,0.0003
08-07-2025,shefu,0.0025
08-07-2025,csyj4,0.0003
08-07-2025,3hhby,0.0090
08-07-2025,k44fs,0.0053
08-07-2025,x33ed,0.0007
08-07-2025,yinp6,0.0005
08-07-2025,xok3w,0.0046
08-07-2025,w4asl,0.0029
08-07-2025,c4isl,0.0001
08-07-2025,mpubz,0.0079
08-07-2025,fuqsr,0.0002
08-07-2025,w4rem,0.0001
08-07-2025,cv73p,0.0033
08-07-2025,pae4o,0.0004
08-07-2025,tdb26,0.0030
08-07-2025,qxesv,0.0012
08-07-2025,4utr6,0.0002
08-07-2025,lspz2,0.0017
08-07-2025,jtdsg,0.0016
09-07-2025,brlsh,0.0037
09-07-2025,o3ow2,0.0017
09-07-2025,4ecnw,0.0007
09-07-2025,vcpt7,0.0001
09-07-2025,opn46,0.0018
09-07-2025,lhg73,0.0009
09-07-2025,nl6hn,0.0008
09-07-2025,mkbc3,0.0004
09-07-2025,io67a,0.0014
09-07-2025,ejbmu,0.0001
09-07-2025,gmq5v,0.0026
09-07-2025,6pbhf,0.0091
09-07-2025,eq6en,0.0622
09-07-2025,pjljw,0.0016
09-07-2025,4zbus,0.0092
09-07-2025,uzr34,0.0007
09-07-2025,5kdm2,0.0004
09-07-2025,pzp6e,0.0063
09-07-2025,e66qm,0.0008
09-07-2025,qdvhd,0.0020
09-07-2025,bkfrj,0.0014
09-07-2025,2fq7c,0.0338
09-07-2025,snjp4,0.0004
09-07-2025,shefu,0.0012
09-07-2025,csyj4,0.0003
09-07-2025,3hhby,0.0080
09-07-2025,k44fs,0.0059
09-07-2025,x33ed,0.0003
09-07-2025,yinp6,0.0006
09-07-2025,xok3w,0.0046
09-07-2025,w4asl,0.0013
09-07-2025,c4isl,0.0000
09-07-2025,mpubz,0.0052
09-07-2025,fuqsr,0.0003
09-07-2025,w4rem,0.0001
09-07-2025,cv73p,0.0155
09-07-2025,pae4o,0.0001
09-07-2025,tdb26,0.0044
09-07-2025,qxesv,0.0004
09-07-2025,4utr6,0.0004
09-07-2025,lspz2,0.0026
09-07-2025,jtdsg,0.0018
10-07-2025,brlsh,0.0015
10-07-2025,o3ow2,0.0084
10-07-2025,4ecnw,0.0007
10-07-2025,vcpt7,0.0004
10-07-2025,opn46,0.0004
10-07-2025,lhg73,0.0004
10-07-2025,nl6hn,0.0016
10-07-2025,mkbc3,0.0010
10-07-2025,io67a,0.0006
10-07-2025,ejbmu,0.0004
10-07-2025,gmq5v,0.0037
10-07-2025,6pbhf,0.0051
10-07-2025,eq6en,0.0207
10-07-2025,pjljw,0.0033
10-07-2025,4zbus,0.0080
10-07-2025,uzr34,0.0012
10-07-2025,5kdm2,0.0003
10-07-2025,pzp6e,0.0018
10-07-2025,e66qm,0.0034
10-07-2025,qdvhd,0.0007
10-07-2025,bkfrj,0.0086
10-07-2025,2fq7c,0.0258
10-07-2025,snjp4,0.0012
10-07-2025,shefu,0.0010
10-07-2025,csyj4,0.0008
10-07-2025,3hhby,0.0092
10-07-2025,k44fs,0.0062
10-07-2025,x33ed,0.0011
10-07-2025,yinp6,0.0012
10-07-2025,xok3w,0.0046
10-07-2025,w4asl,0.0014
10-07-2025,c4isl,0.0006
10-07-2025,mpubz,0.0130
10-07-2025,fuqsr,0.0012
10-07-2025,w4rem,0.0003
10-07-2025,cv73p,0.0061
10-07-2025,pae4o,0.0000
10-07-2025,tdb26,0.0033
10-07-2025,qxesv,0.0012
10-07-2025,4utr6,0.0001
10-07-2025,lspz2,0.0040
10-07-2025,jtdsg,0.0026
11-07-2025,brlsh,0.0025
11-07-2025,o3ow2,0.0076
11-07-2025,4ecnw,0.0001
11-07-2025,vcpt7,0.0003
11-07-2025,opn46,0.0004
11-07-2025,lhg73,0.0005
11-07-2025,nl6hn,0.0012
11-07-2025,mkbc3,0.0006
11-07-2025,io67a,0.0009
11-07-2025,ejbmu,0.0001
11-07-2025,gmq5v,0.0056
11-07-2025,6pbhf,0.0119
11-07-2025,eq6en,0.0284
11-07-2025,pjljw,0.0066
11-07-2025,4zbus,0.0124
11-07-2025,uzr34,0.0007
11-07-2025,5kdm2,0.0008
11-07-2025,pzp6e,0.0014
11-07-2025,e66qm,0.0019
11-07-2025,qdvhd,0.0024
11-07-2025,bkfrj,0.0127
11-07-2025,2fq7c,0.0101
11-07-2025,snjp4,0.0004
11-07-2025,shefu,0.0017
11-07-2025,csyj4,0.0006
11-07-2025,3hhby,0.0066
11-07-2025,k44fs,0.0047
11-07-2025,x33ed,0.0013
11-07-2025,yinp6,0.0005
11-07-2025,xok3w,0.0044
11-07-2025,w4asl,0.0017
11-07-2025,c4isl,0.0004
11-07-2025,mpubz,0.0086
11-07-2025,fuqsr,0.0000
11-07-2025,w4rem,0.0000
11-07-2025,cv73p,0.0045
11-07-2025,pae4o,0.0001
11-07-2025,tdb26,0.0035
11-07-2025,qxesv,0.0003
11-07-2025,4utr6,0.0005
11-07-2025,lspz2,0.0013
11-07-2025,jtdsg,0.0031
12-07-2025,brlsh,0.0022
12-07-2025,o3ow2,0.0049
12-07-2025,4ecnw,0.0001
12-07-2025,vcpt7,0.0003
12-07-2025,opn46,0.0002
12-07-2025,lhg73,0.0006
12-07-2025,nl6hn,0.0007
12-07-2025,mkbc3,0.0002
12-07-2025,io67a,0.0005
12-07-2025,ejbmu,0.0000
12-07-2025,gmq5v,0.0027
12-07-2025,6pbhf,0.0071
12-07-2025,eq6en,0.0544
12-07-2025,pjljw,0.0018
12-07-2025,4zbus,0.0130
12-07-2025,uzr34,0.0003
12-07-2025,5kdm2,0.0000
12-07-2025,pzp6e,0.0014
12-07-2025,e66qm,0.0002
12-07-2025,qdvhd,0.0002
12-07-2025,bkfrj,0.0114
12-07-2025,2fq7c,0.0061
12-07-2025,snjp4,0.0003
12-07-2025,shefu,0.0016
12-07-2025,csyj4,0.0001
12-07-2025,3hhby,0.0100
12-07-2025,k44fs,0.0019
12-07-2025,x33ed,0.0004
12-07-2025,yinp6,0.0003
12-07-2025,xok3w,0.0048
12-07-2025,w4asl,0.0017
12-07-2025,c4isl,0.0000
12-07-2025,mpubz,0.0091
12-07-2025,fuqsr,0.0001
12-07-2025,w4rem,0.0005
12-07-2025,cv73p,0.0039
12-07-2025,pae4o,0.0000
12-07-2025,tdb26,0.0017
12-07-2025,qxesv,0.0010
12-07-2025,4utr6,0.0001
12-07-2025,lspz2,0.0018
12-07-2025,jtdsg,0.0019
13-07-2025,brlsh,0.0020
13-07-2025,o3ow2,0.0054
13-07-2025,4ecnw,0.0003
13-07-2025,vcpt7,0.0003
13-07-2025,opn46,0.0003
13-07-2025,lhg73,0.0006
13-07-2025,nl6hn,0.0008
13-07-2025,mkbc3,0.0012
13-07-2025,io67a,0.0014
13-07-2025,ejbmu,0.0003
13-07-2025,gmq5v,0.0028
13-07-2025,6pbhf,0.0113
13-07-2025,eq6en,0.0222
13-07-2025,pjljw,0.0018
13-07-2025,4zbus,0.0095
13-07-2025,uzr34,0.0005
13-07-2025,5kdm2,0.0001
13-07-2025,pzp6e,0.0022
13-07-2025,e66qm,0.0008
13-07-2025,qdvhd,0.0007
13-07-2025,bkfrj,0.0071
13-07-2025,2fq7c,0.0119
13-07-2025,snjp4,0.0003
13-07-2025,shefu,0.0003
13-07-2025,csyj4,0.0001
13-07-2025,3hhby,0.0095
13-07-2025,k44fs,0.0031
13-07-2025,x33ed,0.0002
13-07-2025,yinp6,0.0004
13-07-2025,xok3w,0.0040
13-07-2025,w4asl,0.0019
13-07-2025,c4isl,0.0002
13-07-2025,mpubz,0.0045
13-07-2025,fuqsr,0.0001
13-07-2025,w4rem,0.0002
13-07-2025,cv73p,0.0042
13-07-2025,pae4o,0.0000
13-07-2025,tdb26,0.0017
13-07-2025,qxesv,0.0009
13-07-2025,4utr6,0.0001
13-07-2025,lspz2,0.0028
13-07-2025,jtdsg,0.0016
